Total_Voters_N,Candidates_M,Winner_Votes_k,Vote_Share_q,Log10_Probability,Is_Physically_Impossible
100000,3,33333,0.3333333333333333,-0.0,False
100000,3,33668,0.3366834170854271,-1.0948523433322592,False
100000,3,34003,0.34003350083752093,-4.3722257043493045,False
100000,3,34338,0.3433835845896147,-9.821586528199978,False
100000,3,34673,0.34673366834170855,-17.432717649767245,False
100000,3,35008,0.3500837520938023,-27.195710811243227,False
100000,3,35343,0.35343383584589616,-39.10095950065904,False
100000,3,35678,0.35678391959798994,-53.139152097037595,False
100000,3,36013,0.3601340033500837,-69.3012653085721,False
100000,3,36348,0.36348408710217756,-87.57855789129327,True
100000,3,36683,0.36683417085427134,-107.96256463606859,True
100000,3,37018,0.37018425460636517,-130.44509061276383,True
100000,3,37353,0.37353433835845895,-155.01820566090035,True
100000,3,37688,0.37688442211055273,-181.67423911667274,True
100000,3,38023,0.38023450586264657,-210.40577476701432,True
100000,3,38358,0.38358458961474035,-241.20564602159087,True
100000,3,38693,0.3869346733668342,-274.0669312944111,True
100000,3,39028,0.39028475711892796,-308.98294958706424,True
100000,3,39363,0.39363484087102174,-345.94725626598347,True
100000,3,39698,0.3969849246231156,-384.95363902678616,True
100000,3,40033,0.40033500837520936,-425.9961140388251,True
100000,3,40368,0.4036850921273032,-469.0689222637599,True
100000,3,40703,0.40703517587939697,-514.1665259421333,True
100000,3,41038,0.41038525963149075,-561.2836052422616,True
100000,3,41373,0.4137353433835846,-610.4150550662654,True
100000,3,41708,0.41708542713567837,-661.5559820080696,True
100000,3,42043,0.4204355108877722,-714.701701458777,True
100000,3,42378,0.423785594639866,-769.8477348549226,True
100000,3,42713,0.42713567839195976,-826.989807065375,True
100000,3,43048,0.4304857621440536,-886.1238439130559,True
100000,3,43383,0.43383584589614743,-947.2459698276394,True
100000,3,43718,0.4371859296482412,-1010.3525056258562,True
100000,3,44053,0.440536013400335,-1075.4399664161247,True
100000,3,44388,0.4438860971524288,-1142.5050596243723,True
100000,3,44723,0.4472361809045226,-1211.5446831383197,True
100000,3,45058,0.45058626465661644,-1282.5559235674684,True
100000,3,45393,0.4539363484087102,-1355.5360546162995,True
100000,3,45728,0.457286432160804,-1430.482535568501,True
100000,3,46063,0.4606365159128978,-1507.3930098798892,True
100000,3,46398,0.4639865996649916,-1586.265303878273,True
100000,3,46733,0.46733668341708545,-1667.0974255682445,True
100000,3,47068,0.47068676716917923,-1749.887563539382,True
100000,3,47403,0.474036850921273,-1834.634085976324,True
100000,3,47738,0.47738693467336685,-1921.335539769271,True
100000,3,48073,0.4807370184254606,-2009.990649723831,True
100000,3,48408,0.48408710217755446,-2100.5983178690262,True
100000,3,48743,0.48743718592964824,-2193.15762286254,True
100000,3,49078,0.490787269681742,-2287.667819492471,True
100000,3,49413,0.49413735343383586,-2384.128338274771,True
100000,3,49748,0.4974874371859297,-2482.538785145989,True
100000,3,50083,0.5008375209380235,-2582.898941250798,True
100000,3,50418,0.5041876046901173,-2685.208762824013,True
100000,3,50753,0.507537688442211,-2789.468381167054,True
100000,3,51088,0.5108877721943048,-2895.678102718662,True
100000,3,51423,0.5142378559463987,-3003.8384092201163,True
100000,3,51758,0.5175879396984925,-3113.94995797503,True
100000,3,52093,0.5209380234505863,-3226.0135822042303,True
100000,3,52428,0.52428810720268,-3340.03029149607,True
100000,3,52763,0.5276381909547738,-3456.00127235283,True
100000,3,53098,0.5309882747068677,-3573.9278888340023,True
100000,3,53433,0.5343383584589615,-3693.8116832972096,True
100000,3,53768,0.5376884422110553,-3815.6543772379105,True
100000,3,54103,0.541038525963149,-3939.4578722289457,True
100000,3,54438,0.5443886097152428,-4065.2242509612115,True
100000,3,54773,0.5477386934673367,-4192.955778386988,True
100000,3,55108,0.5510887772194305,-4322.654902967356,True
100000,3,55443,0.5544388609715243,-4454.324258025599,True
100000,3,55778,0.5577889447236181,-4587.966663208375,True
100000,3,56113,0.5611390284757118,-4723.585126056699,True
100000,3,56448,0.5644891122278057,-4861.182843689079,True
100000,3,56783,0.5678391959798995,-5000.763204599031,True
100000,3,57118,0.5711892797319933,-5142.329790569703,True
100000,3,57453,0.5745393634840872,-5285.886378708284,True
100000,3,57788,0.5778894472361809,-5431.436943603102,True
100000,3,58123,0.5812395309882747,-5578.985659606769,True
100000,3,58458,0.5845896147403685,-5728.536903248445,True
100000,3,58793,0.5879396984924623,-5880.0952557791015,True
100000,3,59128,0.5912897822445562,-6033.665505853443,True
100000,3,59463,0.5946398659966499,-6189.2526523525,True
100000,3,59798,0.5979899497487438,-6346.861907351431,True
100000,3,60134,0.6013400335008375,-6506.498699236855,True
100000,3,60469,0.6046901172529313,-6668.168675978761,True
100000,3,60804,0.6080402010050252,-6831.877708562112,True
100000,3,61139,0.6113902847571189,-6997.631894583491,True
100000,3,61474,0.6147403685092128,-7165.437562018858,True
100000,3,61809,0.6180904522613065,-7335.301273168203,True
100000,3,62144,0.6214405360134003,-7507.229828783916,True
100000,3,62479,0.6247906197654942,-7681.230272389664,True
100000,3,62814,0.6281407035175879,-7857.30989479692,True
100000,3,63149,0.6314907872696818,-8035.476238827224,True
100000,3,63484,0.6348408710217756,-8215.73710424799,True
100000,3,63819,0.6381909547738693,-8398.100552930855,True
100000,3,64154,0.6415410385259632,-8582.574914241624,True
100000,3,64489,0.644891122278057,-8769.168790671556,True
100000,3,64824,0.6482412060301508,-8957.891063720408,True
100000,3,65159,0.6515912897822446,-9148.750900042167,True
100000,3,65494,0.6549413735343383,-9341.757757865074,True
100000,3,65829,0.6582914572864322,-9536.921393698325,True
100000,3,66164,0.661641541038526,-9734.25186933848,True
100000,3,66499,0.6649916247906198,-9933.759559189579,True
100000,3,66834,0.6683417085427136,-10135.455157911654,True
100000,3,67169,0.6716917922948074,-10339.34968841327,True
100000,3,67504,0.6750418760469012,-10545.454510204989,True
100000,3,67839,0.678391959798995,-10753.781328131165,True
100000,3,68174,0.6817420435510888,-10964.342201499292,True
100000,3,68509,0.6850921273031826,-11177.149553626683,True
100000,3,68844,0.6884422110552764,-11392.216181826043,True
100000,3,69179,0.6917922948073703,-11609.555267852757,True
100000,3,69514,0.695142378559464,-11829.180388837965,True
100000,3,69849,0.6984924623115578,-12051.10552873375,True
100000,3,70184,0.7018425460636517,-12275.345090297717,True
100000,3,70519,0.7051926298157454,-12501.913907646758,True
100000,3,70854,0.7085427135678393,-12730.827259411672,True
100000,3,71189,0.711892797319933,-12962.100882526163,True
100000,3,71524,0.7152428810720268,-13195.750986686782,True
100000,3,71859,0.7185929648241207,-13431.794269522275,True
100000,3,72194,0.7219430485762144,-13670.247932514023,True
100000,3,72529,0.7252931323283083,-13911.129697712215,True
100000,3,72864,0.7286432160804021,-14154.457825295418,True
100000,3,73199,0.7319932998324958,-14400.2511320252,True
100000,3,73534,0.7353433835845897,-14648.529010650955,True
100000,3,73869,0.7386934673366834,-14899.311450324432,True
100000,3,74204,0.7420435510887773,-15152.619058088303,True
100000,3,74539,0.7453936348408711,-15408.47308150753,True
100000,3,74874,0.7487437185929648,-15666.895432518548,True
100000,3,75209,0.7520938023450587,-15927.908712576507,True
100000,3,75544,0.7554438860971524,-16191.536239187919,True
100000,3,75879,0.7587939698492463,-16457.80207392306,True
100000,3,76214,0.7621440536013401,-16726.731052010044,True
100000,3,76549,0.7654941373534339,-16998.348813621884,True
100000,3,76884,0.7688442211055277,-17272.681836976437,True
100000,3,77219,0.7721943048576214,-17549.75747338041,True
100000,3,77554,0.7755443886097153,-17829.603984359837,True
100000,3,77889,0.7788944723618091,-18112.25058103189,True
100000,3,78224,0.7822445561139029,-18397.727465887892,True
100000,3,78559,0.7855946398659968,-18686.06587717199,True
100000,3,78894,0.7889447236180904,-18977.29813605804,True
100000,3,79229,0.7922948073701843,-19271.457696846486,True
100000,3,79564,0.7956448911222781,-19568.57920042384,True
100000,3,79899,0.7989949748743719,-19868.69853125238,True
100000,3,80234,0.8023450586264658,-20171.852878183247,True
100000,3,80569,0.8056951423785594,-20478.0807994169,True
100000,3,80904,0.8090452261306533,-20787.4222919681,True
100000,3,81239,0.8123953098827471,-21099.918866029726,True
100000,3,81574,0.8157453936348409,-21415.613624673177,True
100000,3,81909,0.8190954773869348,-21734.55134936952,True
100000,3,82244,0.8224455611390284,-22056.778591870396,True
100000,3,82579,0.8257956448911223,-22382.343773048353,True
100000,3,82914,0.8291457286432161,-22711.297289365357,True
100000,3,83249,0.8324958123953099,-23043.691627717428,True
100000,3,83584,0.8358458961474038,-23379.581489492644,True
100000,3,83919,0.8391959798994975,-23719.023924782512,True
100000,3,84254,0.8425460636515913,-24062.078477804705,True
100000,3,84589,0.8458961474036852,-24408.807344729317,True
100000,3,84924,0.8492462311557789,-24759.275545257522,True
100000,3,85259,0.8525963149078728,-25113.551109480715,True
100000,3,85594,0.8559463986599665,-25471.705281756746,True
100000,3,85929,0.8592964824120604,-25833.81274358301,True
100000,3,86264,0.8626465661641542,-26199.95185772812,True
100000,3,86599,0.8659966499162479,-26570.20493621615,True
100000,3,86934,0.8693467336683418,-26944.658535146016,True
100000,3,87269,0.8726968174204355,-27323.403779788096,True
100000,3,87604,0.8760469011725294,-27706.536723944257,True
100000,3,87939,0.8793969849246233,-28094.158748203903,True
100000,3,88274,0.8827470686767169,-28486.37700250192,True
100000,3,88609,0.8860971524288108,-28883.30489931186,True
100000,3,88944,0.8894472361809045,-29285.062664925583,True
