Total_Voters_N,Candidates_M,Winner_Votes_k,Vote_Share_q,Log10_Probability,Is_Physically_Impossible
100000,2,69849,0.6984924623115578,-3518.2608994665693,True
100000,2,70100,0.7010050251256281,-3610.5871125581975,True
100000,2,70351,0.7035175879396984,-3704.221413789176,True
100000,2,70603,0.7060301507537688,-3799.1701775289225,True
100000,2,70854,0.7085427135678393,-3895.439920934456,True
100000,2,71105,0.7110552763819096,-3993.0373072804623,True
100000,2,71356,0.7135678391959799,-4091.9691494103818,True
100000,2,71608,0.7160804020100502,-4192.242413313713,True
100000,2,71859,0.7185929648241206,-4293.864221835025,True
100000,2,72110,0.721105527638191,-4396.841858520486,True
100000,2,72361,0.7236180904522613,-4501.182771608039,True
100000,2,72613,0.7261306532663316,-4606.894578167602,True
100000,2,72864,0.728643216080402,-4713.985068398134,True
100000,2,73115,0.7311557788944724,-4822.4622100887445,True
100000,2,73366,0.7336683417085428,-4932.334153251395,True
100000,2,73618,0.7361809045226131,-5043.609234933248,True
100000,2,73869,0.7386934673366834,-5156.295984217123,True
100000,2,74120,0.7412060301507537,-5270.403127418985,True
100000,2,74371,0.7437185929648241,-5385.939593492001,True
100000,2,74623,0.7462311557788945,-5502.914519647166,True
100000,2,74874,0.7487437185929648,-5621.3372572012095,True
100000,2,75125,0.7512562814070352,-5741.217377662978,True
100000,2,75376,0.7537688442211055,-5862.564679070343,True
100000,2,75628,0.7562814070351759,-5985.389192590292,True
100000,2,75879,0.7587939698492463,-6109.701189395683,True
100000,2,76130,0.7613065326633166,-6235.511187833093,True
100000,2,76381,0.7638190954773869,-6362.829960896874,True
100000,2,76633,0.7663316582914572,-6491.668544025725,True
100000,2,76884,0.7688442211055276,-6622.038243239023,True
100000,2,77135,0.771356783919598,-6753.95064363129,True
100000,2,77386,0.7738693467336684,-6887.417618244427,True
100000,2,77638,0.7763819095477387,-7022.451337338667,True
100000,2,77889,0.778894472361809,-7159.064278084451,True
100000,2,78140,0.7814070351758794,-7297.2692346992535,True
100000,2,78391,0.7839195979899498,-7437.079329054711,True
100000,2,78643,0.7864321608040201,-7578.508021781408,True
100000,2,78894,0.7889447236180904,-7721.569123900575,True
100000,2,79145,0.7914572864321607,-7866.276809013827,True
100000,2,79396,0.7939698492462312,-8012.645626084704,True
100000,2,79648,0.7964824120603016,-8160.690512847895,True
100000,2,79899,0.7989949748743719,-8310.426809884882,True
100000,2,80150,0.8015075376884422,-8461.870275407638,True
100000,2,80402,0.8040201005025125,-8615.037100795003,True
100000,2,80653,0.8065326633165829,-8769.9439269301,True
100000,2,80904,0.8090452261306533,-8926.607861390567,True
100000,2,81155,0.8115577889447236,-9085.046496547862,True
100000,2,81407,0.8140703517587939,-9245.27792863601,True
100000,2,81658,0.8165829145728642,-9407.32077785532,True
100000,2,81909,0.8190954773869347,-9571.194209581958,True
100000,2,82160,0.8216080402010051,-9736.917956759966,True
100000,2,82412,0.8241206030150754,-9904.512343559165,True
100000,2,82663,0.8266331658291457,-10073.998310389174,True
100000,2,82914,0.829145728643216,-10245.397440367757,True
100000,2,83165,0.8316582914572864,-10418.731987350508,True
100000,2,83417,0.8341708542713568,-10594.024905638227,True
100000,2,83668,0.8366834170854272,-10771.299881489165,True
100000,2,83919,0.8391959798994975,-10950.581366574886,True
100000,2,84170,0.8417085427135678,-11131.89461353154,True
100000,2,84422,0.8442211055276382,-11315.265713772887,True
100000,2,84673,0.8467336683417086,-11500.721637747403,True
100000,2,84924,0.8492462311557789,-11688.290277839866,True
100000,2,85175,0.8517587939698492,-11878.00049413771,True
100000,2,85427,0.8542713567839195,-12069.882163304981,True
100000,2,85678,0.8567839195979899,-12263.966230831778,True
100000,2,85929,0.8592964824120604,-12460.28476695532,True
100000,2,86180,0.8618090452261307,-12658.871026580513,True
100000,2,86432,0.864321608040201,-12859.759513563666,True
100000,2,86683,0.8668341708542713,-13062.986049763345,True
100000,2,86934,0.8693467336683417,-13268.587849308293,True
100000,2,87185,0.8718592964824121,-13476.603598584097,True
100000,2,87437,0.8743718592964824,-13687.073542499458,True
100000,2,87688,0.8768844221105527,-13900.039577660225,True
100000,2,87939,0.8793969849246231,-14115.545353156134,True
100000,2,88190,0.8819095477386935,-14333.636379753698,True
100000,2,88442,0.8844221105527639,-14554.360148389771,True
100000,2,88693,0.8869346733668342,-14777.76625897703,True
100000,2,88944,0.8894472361809045,-15003.906560667809,True
100000,2,89195,0.8919597989949749,-15232.835304878743,True
100000,2,89447,0.8944723618090452,-15464.609312560837,True
100000,2,89698,0.8969849246231156,-15699.288157411776,True
100000,2,89949,0.8994974874371859,-15936.934366975443,True
100000,2,90201,0.9020100502512562,-16177.613643866027,True
100000,2,90452,0.9045226130653267,-16421.395109698227,True
100000,2,90703,0.907035175879397,-16668.35157471308,True
100000,2,90954,0.9095477386934674,-16918.559836574146,True
100000,2,91206,0.9120603015075377,-17172.10101238825,True
100000,2,91457,0.914572864321608,-17429.06090870095,True
100000,2,91708,0.9170854271356784,-17689.530435055356,True
100000,2,91959,0.9195979899497487,-17953.606067720608,True
100000,2,92211,0.9221105527638191,-18221.390371436184,True
100000,2,92462,0.9246231155778895,-18492.99258853797,True
100000,2,92713,0.9271356783919598,-18768.529306708475,True
100000,2,92964,0.9296482412060302,-19048.12521892137,True
100000,2,93216,0.9321608040201005,-19331.913992063164,True
100000,2,93467,0.9346733668341709,-19620.039264382893,True
100000,2,93718,0.9371859296482412,-19912.655796577426,True
100000,2,93969,0.9396984924623115,-20209.930807285138,True
100000,2,94221,0.9422110552763819,-20512.045531466327,True
100000,2,94472,0.9447236180904522,-20819.197050207502,True
100000,2,94723,0.9472361809045227,-21131.600453752006,True
100000,2,94974,0.949748743718593,-21449.491417258178,True
100000,2,95226,0.9522613065326633,-21773.129292698464,True
100000,2,95477,0.9547738693467337,-22102.80085306134,True
100000,2,95728,0.957286432160804,-22438.82487054732,True
100000,2,95979,0.9597989949748744,-22781.557774800072,True
100000,2,96231,0.9623115577889447,-23131.40072983781,True
100000,2,96482,0.964824120603015,-23488.808604413036,True
100000,2,96733,0.9673366834170855,-23854.3015149996,True
100000,2,96984,0.9698492462311558,-24228.479935880816,True
100000,2,97236,0.9723618090452262,-24612.044871355774,True
100000,2,97487,0.9748743718592965,-25005.825406906824,True
100000,2,97738,0.9773869346733668,-25410.817359193705,True
100000,2,97989,0.9798994974874372,-25828.23925256457,True
100000,2,98241,0.9824120603015075,-26259.616585633274,True
100000,2,98492,0.9849246231155779,-26706.91491539143,True
100000,2,98743,0.9874371859296482,-27172.763293507418,True
100000,2,98994,0.9899497487437185,-27660.861043599187,True
100000,2,99246,0.992462311557789,-28176.80706672049,True
100000,2,99497,0.9949748743718594,-28730.1078408964,True
100000,2,99748,0.9974874371859297,-29340.780596455646,True
100000,2,100000,1.0,-30102.99956639657,True
