Total_Voters_N,Candidates_M,Winner_Votes_k,Vote_Share_q,Log10_Probability,Is_Physically_Impossible
100000,5,20000,0.2,-0.0,False
100000,5,20402,0.20402010050251257,-2.1824478247927748,False
100000,5,20804,0.20804020100502513,-8.687105252171191,False
100000,5,21206,0.2120603015075377,-19.451958153994163,False
100000,5,21608,0.21608040201005027,-34.41755949357365,False
100000,5,22010,0.22010050251256283,-53.526889264640644,False
100000,5,22412,0.2241206030150754,-76.7252247319617,False
100000,5,22814,0.22814070351758794,-103.96002005093676,True
100000,5,23216,0.23216080402010053,-135.1807944413106,True
100000,5,23618,0.2361809045226131,-170.33902817586957,True
100000,5,24020,0.24020100502512565,-209.38806572053497,True
100000,5,24422,0.2442211055276382,-252.28302542904478,True
100000,5,24824,0.24824120603015076,-298.9807152543244,True
100000,5,25226,0.2522613065326633,-349.43955399117306,True
100000,5,25628,0.2562814070351759,-403.61949761111805,True
100000,5,26030,0.26030150753768844,-461.4819702919537,True
100000,5,26432,0.264321608040201,-522.9897997811611,True
100000,5,26834,0.26834170854271355,-588.1071567656182,True
100000,5,27236,0.27236180904522617,-656.7994979492832,True
100000,5,27638,0.2763819095477387,-729.0335125672867,True
100000,5,28040,0.2804020100502513,-804.7770720883491,True
100000,5,28442,0.28442211055276384,-883.9991828792502,True
100000,5,28844,0.2884422110552764,-966.6699416237908,True
100000,5,29246,0.29246231155778896,-1052.7604933067737,True
100000,5,29648,0.2964824120603015,-1142.2429915885461,True
100000,5,30050,0.3005025125628141,-1235.090561410628,True
100000,5,30452,0.3045226130653267,-1331.277263685097,True
100000,5,30854,0.30854271356783924,-1430.7780619328396,True
100000,5,31256,0.3125628140703518,-1533.5687907458885,True
100000,5,31658,0.31658291457286436,-1639.6261259590246,True
100000,5,32060,0.3206030150753769,-1748.9275564247203,True
100000,5,32462,0.3246231155778895,-1861.4513572932583,True
100000,5,32864,0.32864321608040203,-1977.1765647076454,True
100000,5,33266,0.3326633165829146,-2096.0829518292826,True
